,pl_name,hostname,pl_bmasse,pl_orbper,pl_orbsmax,st_mass
104,HAT-P-4 b,HAT-P-4,216.1244,3.056536,0.0446,1.26
105,HAT-P-8 b,HAT-P-8,430.34182,3.0763458,0.04496,1.28
106,HAT-P-8 b,HAT-P-8,483.08,3.0763776,0.0487,1.28
107,GJ 581 e,GJ 581,2.48,3.1481,0.02799,0.295
108,GJ 581 e,GJ 581,1.7,3.14867,0.0284533,0.31
109,GJ 581 e,GJ 581,1.7,3.149,0.02815,0.310747
110,GJ 581 e,GJ 581,1.657,3.153,0.029,0.310747
111,HAT-P-22 b,HAT-P-22,682.352,3.21222,0.0414,0.916
112,HAT-P-22 b,HAT-P-22,690.32676,3.21222,0.04142,0.916
113,HAT-P-22 b,HAT-P-22,696.68336,3.21223328,0.04171,0.936
114,HAT-P-12 b,HAT-P-12,66.10864,3.2130589,0.03837,0.73
115,HAT-P-12 b,HAT-P-12,66.235772,3.21305929,0.03838,0.73
116,HAT-P-12 b,HAT-P-12,67.059,3.2130598,0.0384,0.733
117,HAT-P-12 b,HAT-P-12,63.88383,3.21305992,0.03767,0.691
118,Kepler-6 b,Kepler-6,205.63601,3.2346994,0.04448,1.114
119,Kepler-6 b,Kepler-6,212.31044,3.2346996,0.04852,1.209
120,Kepler-6 b,Kepler-6,201.18639,3.234702,0.04438,1.114
121,Kepler-6 b,Kepler-6,212.619,3.234723,0.04567,1.209
122,HAT-P-28 b,HAT-P-28,202.45771,3.257215,0.04337,1.025
123,HAT-P-28 b,HAT-P-28,198.953,3.257215,0.0434,1.025
124,HAT-P-24 b,HAT-P-24,217.704,3.35524,0.0465,1.191
125,HAT-P-24 b,HAT-P-24,217.71355,3.3552464,0.0465,1.191
126,HAT-P-24 b,HAT-P-24,229.79109,3.3552479,0.04651,1.191
127,HAT-P-33 b,HAT-P-33,242.176,3.474474,0.0499,1.375
128,HAT-P-33 b,HAT-P-33,209.7678,3.474474,0.04995,1.375
129,BD-10 3166 b,BD-10 3166,152.55,3.487,0.046,1.1
130,BD-10 3166 b,BD-10 3166,187.5197,3.48777,0.04,1.47
131,BD-10 3166 b,BD-10 3166,145.56,3.48777,0.0452,1.01
132,BD-10 3166 b,BD-10 3166,142.70495474,3.487905,0.045,0.999531
133,Kepler-8 b,Kepler-8,177.9848,3.52249905,0.04835,1.213
134,Kepler-8 b,Kepler-8,187.5197,3.5224991,0.0474,1.213
135,Kepler-8 b,Kepler-8,187.5197,3.5225047,0.0485,1.23
136,Kepler-8 b,Kepler-8,191.643,3.52254,0.0483,1.213
137,CoRoT-23 b,CoRoT-23,972.5598,3.6313,0.04809,1.122
138,CoRoT-23 b,CoRoT-23,982.0947,3.6313,0.0484,1.14
139,CoRoT-23 b,CoRoT-23,889.9,3.6313,0.048,1.14
140,HAT-P-35 b,HAT-P-35,335.62848,3.646706,0.04978,1.236
141,HAT-P-35 b,HAT-P-35,334.979,3.646706,0.0498,1.236
142,HAT-P-25 b,HAT-P-25,180.84527,3.65281514,0.0466,1.012
143,HAT-P-25 b,HAT-P-25,180.202,3.652836,0.0466,1.01
144,HAT-P-25 b,HAT-P-25,180.20961,3.652836,0.04659,1.01
145,CoRoT-7 c,CoRoT-7,8.4,3.698,0.046,0.899
146,CoRoT-7 c,CoRoT-7,13.56,3.7,0.045,0.899
147,CoRoT-17 b,CoRoT-17,765.9703,3.7681,0.0481,1.04
148,CoRoT-17 b,CoRoT-17,781.8618,3.7681,0.0481,1.043
149,CoRoT-17 b,CoRoT-17,772.29,3.7681,0.0461,1.04
150,HAT-P-6 b,HAT-P-6,335.932,3.852985,0.05235,1.29
151,HAT-P-6 b,HAT-P-6,336.58197,3.852985,0.05237,1.29
152,HAT-P-6 b,HAT-P-6,351.51998,3.853003,0.05239,1.29
153,HAT-P-6 b,HAT-P-6,337.85329,3.853003,0.05244,1.295
154,CoRoT-19 b,CoRoT-19,346.4347,3.89713,0.0512,1.181
155,CoRoT-19 b,CoRoT-19,352.78,3.89713,0.0518,1.21
156,CoRoT-19 b,CoRoT-19,367.09365,3.89713,0.05166,1.21
157,HAT-P-9 b,HAT-P-9,238.05467,3.92281072,0.05287,1.281
158,HAT-P-9 b,HAT-P-9,241.86863,3.922814,0.0529,1.28
159,HAT-P-9 b,HAT-P-9,247.27174,3.922814,0.0529,1.28
160,HAT-P-9 b,HAT-P-9,247.9,3.92289,0.053,1.28
161,HAT-P-19 b,HAT-P-19,90.26372,4.008778,0.04664,0.842
162,HAT-P-19 b,HAT-P-19,92.802,4.008778,0.0466,0.842
163,HAT-P-19 b,HAT-P-19,88.03846874,4.00878322,0.04599,0.807
164,K2-295 b,K2-295,106.47305,4.024867,0.0451,0.74
165,CoRoT-13 b,CoRoT-13,423.03173,4.03519,0.05107,1.09
166,CoRoT-13 b,CoRoT-13,416.99296,4.03519,0.051,1.086
167,CoRoT-13 b,CoRoT-13,415.704,4.03519,0.051,1.09
168,CoRoT-5 b,CoRoT-5,151.92274,4.0378962,0.04963,1
169,CoRoT-5 b,CoRoT-5,148.42,4.0378962,0.04947,1
170,CoRoT-5 b,CoRoT-5,149.3801,4.0378962,0.05004,1.025
171,CoRoT-5 b,CoRoT-5,145.88397,4.0379156,0.0495,0.99
172,HD 102195 b,HD 102195,155.73591943,4.079,0.049,0.92
173,HD 102195 b,HD 102195,130.3103,4.11377,0.05,0.76
174,HD 102195 b,HD 102195,155.10104,4.11434,0.0491,0.926
175,HAT-P-21 b,HAT-P-21,1291.289,4.124481,0.0494,0.947
176,HAT-P-21 b,HAT-P-21,1261.7851,4.124481,0.0495,0.947
177,HD 125612 c,HD 125612,15.57359194,4.15466,0.051,1.05
178,HD 125612 c,HD 125612,18,4.1547,0.05,1.091
179,HD 125612 c,HD 125612,17.48065,4.15514,0.0524,1.11
180,HATS-36 b,HATS-36,1022.14128,4.1752387,0.05425,1.222
181,61 Vir b,61 Vir,5.11703735,4.21487,0.04956,0.914072
182,61 Vir b,61 Vir,5.1,4.215,0.050201,0.942
183,51 Peg b,51 Peg,150.009,4.230785,0.0527,1.03
184,51 Peg b,51 Peg,147.47238085,4.2307969,0.05235,1.069296
185,51 Peg b,51 Peg,146.2018,4.231,0.052,1.04
186,HAT-P-26 b,HAT-P-26,18.751,4.234516,0.0479,0.816
187,CoRoT-3 b,CoRoT-3,6979.5468,4.2567994,0.05783,1.403
188,CoRoT-3 b,CoRoT-3,6814.2752,4.2567994,0.0574,1.37
189,CoRoT-3 b,CoRoT-3,6747.5309,4.2567994,0.05694,1.359
190,HAT-P-1 b,HAT-P-1,168.4499,4.46529,0.0551,1.12
191,HAT-P-1 b,HAT-P-1,166.54292,4.4652934,0.05535,1.134
192,HAT-P-1 b,HAT-P-1,169.72122,4.4652934,0.0551,1.12
193,HAT-P-1 b,HAT-P-1,166.86075,4.46529976,0.05561,1.151
194,HAT-P-1 b,HAT-P-1,166.86075,4.46529976,0.0553,1.133
195,HAT-P-1 b,HAT-P-1,169.08556,4.46543,0.0553,1.133
196,HAT-P-14 b,HAT-P-14,724.6524,4.627649,0.0596,1.32
197,HAT-P-14 b,HAT-P-14,709.367,4.627669,0.0606,1.386
198,HAT-P-14 b,HAT-P-14,721.79193,4.6276691,0.06108,1.418
199,HAT-P-14 b,HAT-P-14,731.96249,4.627682,0.06062,1.386
200,GJ 674 b,GJ 674,11.09,4.6938,0.039,0.35
201,HAT-P-31 b,HAT-P-31,689.98,5.005425,0.055,1.218
202,HAT-P-31 b,HAT-P-31,682.38101,5.005425,0.061,1.218
203,HD 109749 b,HD 109749,85.8141,5.239891,0.0615,1.13
204,HD 109749 b,HD 109749,88.989,5.24,0.0635,1.2
205,HD 109749 b,HD 109749,88.9924,5.24,0.06,1.23
206,GJ 581 b,GJ 581,16.6,5.366,0.041,0.31
207,GJ 581 b,GJ 581,15.2,5.368,0.041,0.310747
208,GJ 581 b,GJ 581,15.6,5.36841,0.0406163,0.31
209,GJ 581 b,GJ 581,20.5,5.3686,0.0399,0.295
210,GJ 581 b,GJ 581,15.8,5.3686,0.04061,0.310747
211,GJ 581 b,GJ 581,16.2410316,5.36879,0.04099,0.318714
212,HAT-P-34 b,HAT-P-34,1058.3739,5.452654,0.06774,1.392
213,HAT-P-34 b,HAT-P-34,1057.694,5.452654,0.0677,1.392
214,HAT-P-18 b,HAT-P-18,62.29468,5.507978,0.0559,0.77
215,HAT-P-18 b,HAT-P-18,63.566,5.508023,0.05596,0.77
216,HAT-P-18 b,HAT-P-18,62.61,5.508023,0.0559,0.77
217,BD-08 2823 b,BD-08 2823,14.4,5.6,0.056,0.74
218,BD-08 2823 b,BD-08 2823,12.7132,5.6,0.06,0.5
219,HAT-P-2 b,HAT-P-2,2771.4776,5.63332,0.0679,1.308
220,HAT-P-2 b,HAT-P-2,2739.6946,5.63341,0.0677,1.298
221,HAT-P-2 b,HAT-P-2,2873.1832,5.63341,0.0677,1.298
222,HAT-P-2 b,HAT-P-2,2777.8342,5.6334729,0.0674,1.279
223,HAT-P-2 b,HAT-P-2,2888.95,5.6334729,0.06878,1.36
224,HAT-P-2 b,HAT-P-2,2765.121,5.6334754,0.0688,1.36
225,HAT-P-2 b,HAT-P-2,2739.6946,5.6335158,0.06814,1.33
226,HAT-P-29 b,HAT-P-29,247.261,5.723186,0.0667,1.207
227,HAT-P-29 b,HAT-P-29,243.77561,5.72339,0.0665,1.199
228,HAT-P-29 b,HAT-P-29,214.85308,5.72339,0.06669,1.207
229,G 9-40 b,G 9-40,4,5.7459982,0.0418,0.2952
230,G 9-40 b,G 9-40,11.7,5.746007,0.0385,0.29
231,HD 10180 c,HD 10180,13.221728,5.75969,0.06412,1.06
232,HD 10180 c,HD 10180,13.1,5.75979,0.0641,1.06
233,HD 118203 b,HD 118203,677,6.1335,0.07,1.23
234,HD 118203 b,HD 118203,886.7457,6.1335,0.07,1.84
235,HD 118203 b,HD 118203,725.28442477,6.1349847,0.08635,1.353
236,HD 118203 b,HD 118203,688.41632956,6.134985,0.07071,1.251
237,HD 118203 b,HD 118203,693.50158407,6.134989,0.0701,1.22
238,CoRoT-8 b,CoRoT-8,68.65128,6.21229,0.0633,0.878
239,CoRoT-8 b,CoRoT-8,69.92,6.21229,0.063,0.88
240,CoRoT-8 b,CoRoT-8,69.28694,6.212381,0.06339,0.88
241,CoRoT-8 b,CoRoT-8,69.28694,6.212445,0.0636,0.89
242,HD 102956 b,HD 102956,305.1168,6.4947,0.0807,1.66
243,HD 102956 b,HD 102956,292.4036,6.4948,0.08,1.59
244,HD 102956 b,HD 102956,305.1,6.495,0.081,1.68
245,GJ 667 C b,GJ 667 C,5.6,7.2004,0.0505,0.33
246,GJ 433 b,GJ 433,5.3,7.3697,0.06,0.48
247,GJ 433 b,GJ 433,6.043,7.3705,0.062,0.48
248,GJ 433 b,GJ 433,5.79,7.3709,0.058,0.48
249,GJ 433 b,GJ 433,6.3566,7.3709,0.06,0.59
250,K2-229 c,K2-229,21.3,8.32834,0.07577,0.837
251,Kepler-32 c,Kepler-32,158.9,8.7522,0.09,0.58
252,CoRoT-6 b,CoRoT-6,940.7768,8.886593,0.0855,1.054
253,CoRoT-6 b,CoRoT-6,937.5985,8.886593,0.0854,1.05
254,CoRoT-6 b,CoRoT-6,940.74,8.886593,0.0855,1.05
255,CoRoT-4 b,CoRoT-4,232.33373,9.20205,0.0912,1.194
256,CoRoT-4 b,CoRoT-4,228.83,9.20205,0.09,1.16
257,CoRoT-4 b,CoRoT-4,223.43449,9.20205,0.09025,1.16
258,CoRoT-20 b,CoRoT-20,1347.54,9.24285,0.0902,1.14
259,CoRoT-20 b,CoRoT-20,1344.4209,9.24285,0.0901,1.14
260,CoRoT-20 b,CoRoT-20,1608.2198,9.24285,0.0892,1.11
261,CoRoT-20 b,CoRoT-20,1366.669,9.24285,0.09,1.14
262,CoRoT-20 b,CoRoT-20,1315.8162,9.24318,0.0891,1.1
263,HD 125595 b,HD 125595,13.134,9.6737,0.0809,0.756
264,HD 125595 b,HD 125595,6.3566,9.6737,0.08,0.29
265,HAT-P-17 b,HAT-P-17,170.67471,10.338523,0.0882,0.857
266,HAT-P-17 b,HAT-P-17,169.71,10.338523,0.0882,0.857
267,Kepler-20 c,Kepler-20,11.1,10.8540774,0.0936,0.929
268,Kepler-20 c,Kepler-20,12.75,10.85409089,0.0949,0.948
269,Kepler-20 c,Kepler-20,16.1,10.854092,0.093,0.912
270,Kepler-20 c,Kepler-20,13.55003079,10.85409784,0.0940486658,0.942
271,HAT-P-15 b,HAT-P-15,619.45067,10.863502,0.0965,1.013
272,HAT-P-15 b,HAT-P-15,618.471,10.863502,0.0964,1.013
273,HD 108147 b,HD 108147,82.95,10.8985,0.102,1.22
274,HD 108147 b,HD 108147,127.132,10.901,0.104,1.27
275,Kepler-24 c,Kepler-24,508.5,12.3335,0.106,1.03
276,GJ 581 c,GJ 581,5.5,12.914,0.0721,0.310747
277,GJ 581 c,GJ 581,5.05347167,12.9144,0.07359,0.318714
278,GJ 581 c,GJ 581,5.652,12.919,0.074,0.310747
279,GJ 581 c,GJ 581,5.6,12.9191,0.072993,0.31
280,GJ 581 c,GJ 581,6.81,12.9211,0.0718,0.295
281,CoRoT-10 b,CoRoT-10,874,13.2406,0.1055,0.89
282,CoRoT-10 b,CoRoT-10,883.5674,13.2406,0.106,0.904
283,CoRoT-10 b,CoRoT-10,867.6759,13.2406,0.1055,0.89
284,Kepler-29 c,Kepler-29,95.3,13.2907,0.11,1
285,55 Cnc b,55 Cnc,266.966,14.465314,0.11339,0.9
286,55 Cnc b,55 Cnc,266.9772,14.648,0.11,0.85
287,55 Cnc b,55 Cnc,254.25,14.651,0.1134,0.9
288,55 Cnc b,55 Cnc,260.61,14.65126,0.1138,0.9
289,55 Cnc b,55 Cnc,263.9785,14.65152,0.11522725,0.95
290,55 Cnc b,55 Cnc,255.4,14.6516,0.1134,0.905
291,55 Cnc b,55 Cnc,261.881,14.65162,0.115,0.9
292,55 Cnc b,55 Cnc,267.29369029,14.65171,0.1162,0.974708
293,55 Cnc b,55 Cnc,266.9772,14.653,0.115,0.95
294,55 Cnc b,55 Cnc,249.17872,14.67,0.115,0.95
295,K2-222 b,K2-222,8.7,15.38857,0.1206,0.989
296,HD 73344 b,HD 73344,12.43,15.604,0.1296,1.19
297,HD 73344 b,HD 73344,10.48,15.611,0.131,1.2
298,GJ 86 b,GJ 86,1284.0332,15.764,0.114,0.8
299,GJ 86 b,GJ 86,1404.8086,15.76491,0.11,0.93
300,GJ 86 b,GJ 86,1242.66,15.76491,0.113,0.77
301,EPIC 229004835 b,EPIC 229004835,10.4,16.141132,0.1237,0.97
302,HD 10180 d,HD 10180,12.013974,16.357,0.12859,1.06
303,HD 10180 d,HD 10180,11.75,16.3579,0.1286,1.06
304,K2-280 b,K2-280,37.1,19.89526,0.1461,1.03
305,HD 102117 b,HD 102117,44.4962,20.67,0.149,1.03
306,HD 102117 b,HD 102117,57.2094,20.8,0.15,0.95
307,HD 102117 b,HD 102117,54.664,20.8079,0.1532,1.01
308,HD 102117 b,HD 102117,54.0311,20.8133,0.15,1.06
309,HD 102117 b,HD 102117,54.664,20.8133,0.1532,1.11
310,HD 117618 b,HD 117618,55.30242,25.8,0.18,1.077
311,HD 117618 b,HD 117618,50.8528,25.8,0.17,1.05
312,HD 117618 b,HD 117618,60.3877,25.827,0.17,1.17
313,HD 117618 b,HD 117618,56.6,25.827,0.176,1.1
314,GJ 667 C c,GJ 667 C,3.8,28.14,0.125,0.33
